Technology,Level,Source URL
English,b2,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
Databricks,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
Data Engineering,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
Python,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
SQL,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
DevOps,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
CI/CD,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
AWS,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
Azure,advanced,https://justjoin.it/job-offer/emagine-polska-lead-data-engineer-with-databricks-warszawa-data
Polish,c1,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
English,b2,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
Data,advanced,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
Google Cloud Platform,regular,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
GCP,regular,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
Google Cloud,regular,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
BigQuery,regular,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
Oracle,regular,https://justjoin.it/job-offer/bunge-polska-sp-z-o-o--senior-cloud-data-engineer-warszawa-data
Polish,b2,https://justjoin.it/job-offer/link-group--data-engineering-manager-with-ai-ml-experience--warszawa-data
English,b2,https://justjoin.it/job-offer/link-group--data-engineering-manager-with-ai-ml-experience--warszawa-data
AI,advanced,https://justjoin.it/job-offer/link-group--data-engineering-manager-with-ai-ml-experience--warszawa-data
ML,advanced,https://justjoin.it/job-offer/link-group--data-engineering-manager-with-ai-ml-experience--warszawa-data
AWS,advanced,https://justjoin.it/job-offer/link-group--data-engineering-manager-with-ai-ml-experience--warszawa-data
GCP,advanced,https://justjoin.it/job-offer/link-group--data-engineering-manager-with-ai-ml-experience--warszawa-data
Azure,advanced,https://justjoin.it/job-offer/link-group--data-engineering-manager-with-ai-ml-experience--warszawa-data
Data Engineering,advanced,https://justjoin.it/job-offer/heineken-data-engineering-lead-krakow-data
Software Engineering,advanced,https://justjoin.it/job-offer/heineken-data-engineering-lead-krakow-data
DataOps,advanced,https://justjoin.it/job-offer/heineken-data-engineering-lead-krakow-data
Databricks,advanced,https://justjoin.it/job-offer/heineken-data-engineering-lead-krakow-data
Data Pipelines,advanced,https://justjoin.it/job-offer/heineken-data-engineering-lead-krakow-data
CI/CD,advanced,https://justjoin.it/job-offer/heineken-data-engineering-lead-krakow-data
Technical leadership,advanced,https://justjoin.it/job-offer/swingdev-senior-data-engineer-warszawa-data-0e19ca74
SQL,advanced,https://justjoin.it/job-offer/swingdev-senior-data-engineer-warszawa-data-0e19ca74
Data Engineering,advanced,https://justjoin.it/job-offer/swingdev-senior-data-engineer-warszawa-data-0e19ca74
Cloud,regular,https://justjoin.it/job-offer/swingdev-senior-data-engineer-warszawa-data-0e19ca74
Python,regular,https://justjoin.it/job-offer/swingdev-senior-data-engineer-warszawa-data-0e19ca74
AI,advanced,https://justjoin.it/job-offer/ergo-technology-services-senior-product-owner-product-manager-data-engineering--warszawa-data
English,advanced,https://justjoin.it/job-offer/ergo-technology-services-senior-product-owner-product-manager-data-engineering--warszawa-data
Data Engineering,advanced,https://justjoin.it/job-offer/ergo-technology-services-senior-product-owner-product-manager-data-engineering--warszawa-data
Big Data,advanced,https://justjoin.it/job-offer/ergo-technology-services-senior-product-owner-product-manager-data-engineering--warszawa-data
Scrum,junior,https://justjoin.it/job-offer/ergo-technology-services-senior-product-owner-product-manager-data-engineering--warszawa-data
Kaban,junior,https://justjoin.it/job-offer/ergo-technology-services-senior-product-owner-product-manager-data-engineering--warszawa-data
Polish,c2,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
English,b2,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
SQL,master,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
Microsoft Azure,advanced,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
ETL,advanced,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
Azure Databricks,advanced,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
Microsoft Azure Cloud,advanced,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
Databricks,advanced,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
Azure Services,advanced,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
Python,advanced,https://justjoin.it/job-offer/avanade-poland-senior-data-engineer-in-microsoft-azure-cloud-krakow-data
PySpark,advanced,https://justjoin.it/job-offer/cshark-data-engineer-wroclaw-data
Spark,advanced,https://justjoin.it/job-offer/cshark-data-engineer-wroclaw-data
Python,advanced,https://justjoin.it/job-offer/cshark-data-engineer-wroclaw-data
Data Engineering,advanced,https://justjoin.it/job-offer/cshark-data-engineer-wroclaw-data
Microsoft Azure,regular,https://justjoin.it/job-offer/cshark-data-engineer-wroclaw-data
.NET Core,nice to have,https://justjoin.it/job-offer/cshark-data-engineer-wroclaw-data
Airflow,advanced,https://justjoin.it/job-offer/xebia-sp-z-o-o---lead-senior-gcp-data-engineer-with-airflow-wroclaw-data
Google Cloud Platform,advanced,https://justjoin.it/job-offer/xebia-sp-z-o-o---lead-senior-gcp-data-engineer-with-airflow-wroclaw-data
SQL,advanced,https://justjoin.it/job-offer/xebia-sp-z-o-o---lead-senior-gcp-data-engineer-with-airflow-wroclaw-data
Python,advanced,https://justjoin.it/job-offer/xebia-sp-z-o-o---lead-senior-gcp-data-engineer-with-airflow-wroclaw-data
DBT,regular,https://justjoin.it/job-offer/xebia-sp-z-o-o---lead-senior-gcp-data-engineer-with-airflow-wroclaw-data
English,b2,https://justjoin.it/job-offer/link-group-data-engineer-with-python-warszawa-data
Python,advanced,https://justjoin.it/job-offer/link-group-data-engineer-with-python-warszawa-data
database development,regular,https://justjoin.it/job-offer/link-group-data-engineer-with-python-warszawa-data
Data Warehousing,regular,https://justjoin.it/job-offer/link-group-data-engineer-with-python-warszawa-data
Agile,regular,https://justjoin.it/job-offer/link-group-data-engineer-with-python-warszawa-data
Data Engineering,regular,https://justjoin.it/job-offer/link-group-data-engineer-with-python-warszawa-data
Data pipelining,regular,https://justjoin.it/job-offer/link-group-data-engineer-with-python-warszawa-data
English,c1,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
SQL,advanced,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
Python,advanced,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
CI/CD,advanced,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
Git,advanced,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
DBT,regular,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
Snowflake,regular,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
IaaC,regular,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
SAP,regular,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
jinja,nice to have,https://justjoin.it/job-offer/emagine-polska-senior-data-engineer-data-lakehouse-platform-on-snowflake-and-dbt-warszawa-data
English,b2,https://justjoin.it/job-offer/emagine-polska-data-engineer-warszawa-data-6f9e62e4
Data Engineering,advanced,https://justjoin.it/job-offer/emagine-polska-data-engineer-warszawa-data-6f9e62e4
Apache Airflow or Hadoop,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer-warszawa-data-6f9e62e4
Tableau or Looker,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer-warszawa-data-6f9e62e4
Google Cloud Platform (GCP),regular,https://justjoin.it/job-offer/emagine-polska-data-engineer-warszawa-data-6f9e62e4
Data modeling,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer-warszawa-data-6f9e62e4
PySpark,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-krakow-data
Azure,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-krakow-data
SQL,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-krakow-data
big data technologies,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-krakow-data
Python,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-krakow-data
Big Data,advanced,https://justjoin.it/job-offer/visa-associate-analytics-data-engineer-warszawa-data
Hadoop,advanced,https://justjoin.it/job-offer/visa-associate-analytics-data-engineer-warszawa-data
Spark,advanced,https://justjoin.it/job-offer/visa-associate-analytics-data-engineer-warszawa-data
Hive,advanced,https://justjoin.it/job-offer/visa-associate-analytics-data-engineer-warszawa-data
PySpark,advanced,https://justjoin.it/job-offer/visa-associate-analytics-data-engineer-warszawa-data
Scala,advanced,https://justjoin.it/job-offer/visa-associate-analytics-data-engineer-warszawa-data
English,b2,https://justjoin.it/job-offer/infoplus-technologies-data-engineer-with-kafka-warszawa-data
SQL,master,https://justjoin.it/job-offer/infoplus-technologies-data-engineer-with-kafka-warszawa-data
Apache Kafka,advanced,https://justjoin.it/job-offer/infoplus-technologies-data-engineer-with-kafka-warszawa-data
AWS,advanced,https://justjoin.it/job-offer/infoplus-technologies-data-engineer-with-kafka-warszawa-data
Spark,advanced,https://justjoin.it/job-offer/infoplus-technologies-data-engineer-with-kafka-warszawa-data
Java,regular,https://justjoin.it/job-offer/infoplus-technologies-data-engineer-with-kafka-warszawa-data
Data Engineering,advanced,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
Airflow,regular,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
Snowflake,regular,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
DBT,regular,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
Python,regular,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
Spark,regular,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
SQL,regular,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
AWS,regular,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
Apache Druid,nice to have,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
AWS Glue,nice to have,https://justjoin.it/job-offer/link-group-lead-data-engineer-aws-warszawa-data
Polish,c1,https://justjoin.it/job-offer/digiteum-senior-data-engineer-python-sql-aws--gdansk-data
English,c1,https://justjoin.it/job-offer/digiteum-senior-data-engineer-python-sql-aws--gdansk-data
Python,advanced,https://justjoin.it/job-offer/digiteum-senior-data-engineer-python-sql-aws--gdansk-data
ETL tools,regular,https://justjoin.it/job-offer/digiteum-senior-data-engineer-python-sql-aws--gdansk-data
Databases,regular,https://justjoin.it/job-offer/digiteum-senior-data-engineer-python-sql-aws--gdansk-data
Amazon AWS,regular,https://justjoin.it/job-offer/digiteum-senior-data-engineer-python-sql-aws--gdansk-data
SQL,regular,https://justjoin.it/job-offer/digiteum-senior-data-engineer-python-sql-aws--gdansk-data
English,b2,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
GCP,advanced,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
Google Dataflow,advanced,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
Python,regular,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
SQL,regular,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
NoSQL,regular,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
ETL,regular,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
BigQuery,regular,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
DevOps,regular,https://justjoin.it/job-offer/colliers-senior-data-engineer-emea-warszawa-data
Machine Learning,advanced,https://justjoin.it/job-offer/paramount-staff-data-engineer-warszawa-data
Databases,regular,https://justjoin.it/job-offer/paramount-staff-data-engineer-warszawa-data
Python,regular,https://justjoin.it/job-offer/paramount-staff-data-engineer-warszawa-data
Big Data,regular,https://justjoin.it/job-offer/paramount-staff-data-engineer-warszawa-data
Cloud Computing,regular,https://justjoin.it/job-offer/paramount-staff-data-engineer-warszawa-data
Apache,regular,https://justjoin.it/job-offer/paramount-staff-data-engineer-warszawa-data
PySpark,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-azure-databricks--warszawa-data
Azure,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-azure-databricks--warszawa-data
Python,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-azure-databricks--warszawa-data
Big Data,regular,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-azure-databricks--warszawa-data
Azure,regular,https://justjoin.it/job-offer/n-ix-middle-data-engineer-databricks--krakow-data
Databricks,regular,https://justjoin.it/job-offer/n-ix-middle-data-engineer-databricks--krakow-data
Python,regular,https://justjoin.it/job-offer/n-ix-middle-data-engineer-databricks--krakow-data
Apache Spark,regular,https://justjoin.it/job-offer/n-ix-middle-data-engineer-databricks--krakow-data
English,b2,https://justjoin.it/job-offer/cyclad-senior-data-engineer-databricks--warszawa-data
Polish,c1,https://justjoin.it/job-offer/cyclad-senior-data-engineer-databricks--warszawa-data
Azure,advanced,https://justjoin.it/job-offer/cyclad-senior-data-engineer-databricks--warszawa-data
Databricks,advanced,https://justjoin.it/job-offer/cyclad-senior-data-engineer-databricks--warszawa-data
SQL,advanced,https://justjoin.it/job-offer/cyclad-senior-data-engineer-databricks--warszawa-data
Python,advanced,https://justjoin.it/job-offer/cyclad-senior-data-engineer-databricks--warszawa-data
ETL,regular,https://justjoin.it/job-offer/cyclad-senior-data-engineer-databricks--warszawa-data
Databricks,advanced,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
SQL,advanced,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
Python,advanced,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
Airflow,regular,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
Apache Kafka,regular,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
Cloud,regular,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
DBT,regular,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
Databases,regular,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
Flink,regular,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
Apache Hadoop,regular,https://justjoin.it/job-offer/crestt-lead-data-engineer-databricks--warszawa-data
English,c1,https://justjoin.it/job-offer/itds-data-engineer-cybersecurity-python-sql-etl--krakow-data
Python,regular,https://justjoin.it/job-offer/itds-data-engineer-cybersecurity-python-sql-etl--krakow-data
SQL,regular,https://justjoin.it/job-offer/itds-data-engineer-cybersecurity-python-sql-etl--krakow-data
ETL,regular,https://justjoin.it/job-offer/itds-data-engineer-cybersecurity-python-sql-etl--krakow-data
Azure DevOps,junior,https://justjoin.it/job-offer/itds-data-engineer-cybersecurity-python-sql-etl--krakow-data
Git,junior,https://justjoin.it/job-offer/itds-data-engineer-cybersecurity-python-sql-etl--krakow-data
Power BI,nice to have,https://justjoin.it/job-offer/itds-data-engineer-cybersecurity-python-sql-etl--krakow-data
SQL,advanced,https://justjoin.it/job-offer/swingdev-a-hippo-company-senior-python-engineer-data--warszawa-data
Python,advanced,https://justjoin.it/job-offer/swingdev-a-hippo-company-senior-python-engineer-data--warszawa-data
Data Engineering,regular,https://justjoin.it/job-offer/swingdev-a-hippo-company-senior-python-engineer-data--warszawa-data
English,b2,https://justjoin.it/job-offer/nextchallenge-lead-data-engineer-limassol-data
CI/CD,master,https://justjoin.it/job-offer/nextchallenge-lead-data-engineer-limassol-data
SQL,master,https://justjoin.it/job-offer/nextchallenge-lead-data-engineer-limassol-data
Python,master,https://justjoin.it/job-offer/nextchallenge-lead-data-engineer-limassol-data
Amazon Web Services,master,https://justjoin.it/job-offer/nextchallenge-lead-data-engineer-limassol-data
Airflow,advanced,https://justjoin.it/job-offer/nextchallenge-lead-data-engineer-limassol-data
Kafka,advanced,https://justjoin.it/job-offer/nextchallenge-lead-data-engineer-limassol-data
English,b2,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
Polish,c1,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
Machine Learning,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
CI/CD,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
ETL,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
Azure SQL,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
AI,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
ELT,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
Azure Data Factory,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
Terraform,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
ADLS,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
SQL,regular,https://justjoin.it/job-offer/emagine-polska-data-engineer---common-data-layer-data-hubs-genai-warszawa-data
